749,17.37774,78.48277,MGBS,740
511,17.38573,78.48671,koti maternity hospital,740
506,17.39046,78.48596,ramkoti,740
363,17.39509,78.49008,ymca,740
366,17.39735,78.49202,NArayanaguda,740
367,17.40357,78.49524,chikkadapalli,740
1188,17.40736,78.49667,rtc x road,740
1163,17.41589,78.49845,raja delux,740
1164,17.42011,78.50028,musheerabad police station,740
1165,17.42124,78.49847,kalpana,740
1166,17.42358,78.49399,praga tools,740
1167,17.42467,78.49002,kavadiguda,740
1168,17.43101,78.49225,bible house,740
1169,17.42852,78.48835,boats club,740
1178,17.43132,78.4881,ranigunj,740
826,17.43541,78.48831,james street,740
827,17.44042,78.48796,Paradise,740
790,17.4431,78.48618,Paradise x road,740
854,17.44332,78.48218,Anand Theater,740
855,17.44345,78.47596,Police Line,740
791,17.44394,78.47126,Prakash Nagar,740
857,17.44474,78.46559,Shoppers Stop,740
792,17.44398,78.46142,ShyamLal,740
868,17.44243,78.45904,Begumpet Public School,740
1190,17.43514,78.45515,rj college,740
1063,17.43558,78.45208,Lalbungalow,740
1170,17.43593,78.44814,gurudwara,740
1215,17.43702,78.44294,saradhi studio,740
1216,17.43633,78.43928,state home,740
941,17.43648,78.43389,Yousufguda Basti,740
942,17.43688,78.4282,Yousufguda Checkpost,740
943,17.43269,78.42651,Krishna Nagar,740
940,17.43064,78.42103,Venkatagiri,740
334,17.42869,78.41307,Jubilee Hills Checkpost,740
314,17.42979,78.41068,Usha kiran,740
332,17.43111,78.4074,Peddamma Temple,740
331,17.43944,78.39594,Madhapur PS,740
317,17.44093,78.39126,Madhapur petrol bunk,740
318,17.44648,78.38487,Madhapur Image Hospital,740
319,17.45238,78.38021,Hitech Shilparamam,740
320,17.45547,78.37764,Hitex Kaman,740
321,17.45771,78.37153,Satyam/Jayabheri,740
322,17.45951,78.36616,Kothaguda X Road,740
497,17.46659,78.36715,Kondapur,740
498,17.47873,78.36152,Cr Foundation,740
376,17.48633,78.35781,Hafeezpet  ,740
377,17.49323,78.35175,Allwyn X Road,740

